Sample,ASV10,ASV11,ASV14,ASV16,ASV17,ASV19,ASV2,ASV21,ASV22,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV5,ASV6,ASV7,ASV8,ASV9,Unassigned,X120,X263,X391,X491,Experiment,Shake,Media,Beads,Temp,Rep,Time,Day,Treatment
PMXC6.S.R2A.B.VT.REP2.T3,207,472,2528,29,8916,218,3983,0,0,51,0,1770,4178,3479,14302,52,95403,78,0,0,343,0,45,0,0,45,288,PMXC6,S,R2A,B,VT,REP2,T3,12,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T3,264,481,1524,49,4206,13,1246,0,0,41,0,1517,5774,2578,10270,30,96507,283,0,0,450,0,2,0,0,0,154,PMXC6,S,R2A,B,VT,REP3,T3,12,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T3,917,162,47850,23,5619,702,0,5,10,21,0,2147,22501,5652,11295,119,53940,1499,0,20,9,0,1362,25,0,0,122,PMXC6,S,R2A,NB,RT,REP1,T3,12,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T3,342,30,35051,24,4375,528,0,6,5,43,0,1245,10848,6280,12304,20,81805,601,0,16,86,0,264,15,0,14,104,PMXC6,S,R2A,NB,RT,REP2,T3,12,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T3,932,78,56630,39,3833,335,25,3,30,11,0,3094,16591,6781,10177,0,47495,2453,0,0,44,0,168,14,0,5,91,PMXC6,S,R2A,NB,RT,REP3,T3,12,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T3,25,20,19833,16,2166,0,0,0,0,16,0,1508,13078,3166,7823,0,37877,976,0,0,79,0,15,33,0,0,128,PMXC6,S,R2A,NB,VT,REP1,T3,12,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T3,9,14,1625,0,934,0,0,0,0,8,0,1183,13387,3588,10836,0,45981,218,0,8,324,0,10,38,0,7,151,PMXC6,S,R2A,NB,VT,REP2,T3,12,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T3,11,7,3588,0,499,0,0,0,0,10,0,1258,5034,3561,4624,29,62955,129,0,0,345,0,43,24,0,21,58,PMXC6,S,R2A,NB,VT,REP3,T3,12,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T4,11315,1053,85717,349,0,0,0,0,0,0,0,12227,2266,2799,3922,9,21429,38534,0,0,0,0,81,0,0,0,17,PMXC6,NS,CR,B,RT,REP1,T4,15,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T4,5664,657,53176,176,0,0,0,0,0,0,0,11296,1717,2966,3155,3,23383,19254,0,0,0,0,21,0,0,0,9,PMXC6,NS,CR,B,RT,REP2,T4,15,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T4,7409,769,69437,334,0,0,0,0,0,0,0,15420,2623,4735,4335,22,16808,27112,0,0,0,0,556,4,0,0,7,PMXC6,NS,CR,B,RT,REP3,T4,15,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T4,9575,38,39844,21,226,0,0,0,0,25,0,17910,1903,15441,12367,180,59532,20025,0,0,520,0,1029,0,0,14,38,PMXC6,NS,CR,B,VT,REP1,T4,15,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T4,3304,1576,54983,628,13114,1515,30,0,0,322,0,12990,1292,15633,2044,3,37705,36293,0,0,592,0,10,0,0,15,0,PMXC6,NS,CR,B,VT,REP2,T4,15,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T4,954,2874,20568,486,8176,849,821,0,0,3411,0,21379,2725,16157,1543,412,40779,25983,0,0,1473,0,272,309,0,916,128,PMXC6,NS,CR,B,VT,REP3,T4,15,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T4,629,1005,79758,184,0,0,0,0,0,0,0,12093,2295,7808,3639,15,27306,47814,0,0,26,0,90,0,0,4,12,PMXC6,NS,CR,NB,RT,REP1,T4,15,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T4,1640,936,69709,144,0,0,0,0,0,0,0,11724,2241,7914,3012,4,28240,40507,0,0,8,0,46,0,0,10,4,PMXC6,NS,CR,NB,RT,REP2,T4,15,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T4,923,1280,80327,172,0,0,0,0,0,0,0,10090,1811,7293,3864,11,33092,48306,0,0,6,0,55,0,0,2,17,PMXC6,NS,CR,NB,RT,REP3,T4,15,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T4,2419,112,53830,140,6955,960,792,0,0,221,0,11445,1765,9829,5726,0,48466,38575,0,0,478,0,17,0,0,13,0,PMXC6,NS,CR,NB,VT,REP1,T4,15,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T4,340,162,37309,221,58,57,0,0,0,71,0,15544,1821,11699,1807,0,28289,33939,0,0,850,0,8,0,0,6,0,PMXC6,NS,CR,NB,VT,REP2,T4,15,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T4,640,2630,49171,1076,25858,1841,4098,0,0,236,0,11642,1803,15539,1483,0,33346,50476,0,0,897,0,11,0,0,6,6,PMXC6,NS,CR,NB,VT,REP3,T4,15,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T4,357,2169,50968,24,1463,9,260,3,0,23,0,8938,9654,15485,667,0,11411,1075,0,0,0,0,76,3,0,0,11,PMXC6,NS,R2A,B,RT,REP1,T4,15,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T4,561,4710,57029,33,1488,0,8,0,8,9,0,11559,25056,33913,856,0,51248,2269,0,15,0,0,28,0,0,0,0,PMXC6,NS,R2A,B,RT,REP2,T4,15,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T4,1089,2678,87758,28,1282,8,62,6,0,69,0,20702,18860,17308,1354,6,14341,2487,0,0,0,0,216,0,0,7,22,PMXC6,NS,R2A,B,RT,REP3,T4,15,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T4,1464,2099,67362,69,11798,91,3049,4,0,806,0,11022,10831,15038,3308,0,38235,2343,0,0,8,0,108,0,0,0,216,PMXC6,NS,R2A,B,VT,REP1,T4,15,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T4,216,3399,38446,123,12827,0,0,4,0,665,0,7332,25381,13458,3729,67,69528,1018,0,0,0,0,1367,0,0,0,117,PMXC6,NS,R2A,B,VT,REP2,T4,15,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T4,0,1234,595,65,33,0,0,0,0,209,0,2795,1885,8883,16913,0,150628,141,0,0,52,0,15,0,0,0,0,PMXC6,NS,R2A,B,VT,REP3,T4,15,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T4,2579,3520,84613,38,2384,29,13,0,11,0,0,20877,14455,7422,241,4,2341,4163,0,86,0,0,102,2,3,0,20,PMXC6,NS,R2A,NB,RT,REP1,T4,15,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T4,2364,2764,87862,38,3493,37,40,3,7,0,9,18549,12881,8882,224,19,860,3085,0,96,0,0,91,0,0,0,15,PMXC6,NS,R2A,NB,RT,REP2,T4,15,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T4,2856,2954,96493,27,1921,29,28,6,18,5,0,26703,18989,9103,405,0,1584,5612,4,67,0,0,88,0,5,0,21,PMXC6,NS,R2A,NB,RT,REP3,T4,15,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T4,23,2327,54117,81,509,0,0,5,0,11,0,11135,6262,2251,901,5,19915,2862,0,0,0,0,13,0,17,0,32,PMXC6,NS,R2A,NB,VT,REP1,T4,15,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T4,43,4415,111283,242,1047,10,0,7,5,26,0,18984,11451,3798,1500,3,40202,3936,0,0,0,0,176,7,9,0,89,PMXC6,NS,R2A,NB,VT,REP2,T4,15,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T4,3,1283,49143,31,130,0,0,0,0,157,0,8307,7702,1865,2353,0,33012,3528,0,0,3,0,93,0,0,0,15,PMXC6,NS,R2A,NB,VT,REP3,T4,15,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T4,1608,0,26374,4234,7513,3688,25083,0,3,208,0,11023,3591,38027,12302,83,45605,21273,89,0,794,0,106,448,0,706,697,PMXC6,S,CR,B,RT,REP1,T4,15,SCRRTB
PMXC6.S.CR.B.RT.REP2.T4,854,0,7247,3568,1875,3163,18059,0,529,72,0,14337,3617,28306,24433,19,39876,5137,74,0,523,0,23,221,0,1458,1292,PMXC6,S,CR,B,RT,REP2,T4,15,SCRRTB
PMXC6.S.CR.B.RT.REP3.T4,717,0,2460,2127,1248,2890,19089,0,86,73,0,18852,4812,34027,38850,154,53842,2650,64,0,615,0,222,196,0,1767,2610,PMXC6,S,CR,B,RT,REP3,T4,15,SCRRTB
PMXC6.S.CR.B.VT.REP1.T4,1512,94,1219,2461,5428,1067,4376,0,132,37,0,5452,1197,20490,16862,827,61325,905,26,0,382,0,116,1359,8,1599,1381,PMXC6,S,CR,B,VT,REP1,T4,15,SCRVTB
PMXC6.S.CR.B.VT.REP2.T4,1773,812,9556,21522,11011,3781,12761,0,1024,126,0,9987,1864,33718,16689,884,52249,5750,364,0,869,0,202,1041,47,434,1555,PMXC6,S,CR,B,VT,REP2,T4,15,SCRVTB
PMXC6.S.CR.B.VT.REP3.T4,1373,1664,21279,14440,15115,3710,16608,0,296,549,0,11576,1892,33998,14951,1835,48317,12257,228,0,1313,0,288,1147,25,455,1626,PMXC6,S,CR,B,VT,REP3,T4,15,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T4,86,0,21738,1319,1972,3115,22281,0,65,264,0,9769,2136,22977,7589,16,30702,24343,17,0,1426,0,138,1047,0,86,344,PMXC6,S,CR,NB,RT,REP1,T4,15,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T4,50,8,29034,2482,2636,4380,29912,0,522,247,0,14572,2772,32221,11287,39,41810,35541,25,0,1603,0,146,1089,0,45,534,PMXC6,S,CR,NB,RT,REP2,T4,15,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T4,76,17,27224,1695,2703,3636,26026,0,360,413,0,10848,2496,24529,8138,50,36205,31211,28,0,1513,0,96,1074,0,74,512,PMXC6,S,CR,NB,RT,REP3,T4,15,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T4,111,286,14540,5722,13917,1999,8045,0,110,293,0,10756,1934,25441,8833,802,22888,17464,0,0,1117,0,74,942,30,89,605,PMXC6,S,CR,NB,VT,REP1,T4,15,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T4,69,619,20307,6294,16855,2187,11459,0,90,687,0,14063,2292,24829,10768,817,33260,22551,0,0,2184,0,156,1688,35,14,717,PMXC6,S,CR,NB,VT,REP2,T4,15,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T4,71,175,26282,3989,18068,2190,13829,0,261,463,0,10629,1859,26345,7628,729,33581,30859,0,0,1511,0,148,1449,10,22,1216,PMXC6,S,CR,NB,VT,REP3,T4,15,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T4,767,279,3918,55,20704,1387,5708,0,0,209,0,865,15863,11306,2093,0,59032,580,0,0,97,0,14,15,0,38,35,PMXC6,S,R2A,B,RT,REP1,T4,15,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T4,493,777,7177,81,8509,1228,9897,0,0,260,20,1027,6913,8202,2255,0,91923,528,0,0,113,0,59,0,0,16,84,PMXC6,S,R2A,B,RT,REP2,T4,15,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T4,1107,185,5999,48,31847,2946,9794,0,0,372,0,1142,7843,13332,4438,0,74944,325,0,0,284,0,41,4,0,12,41,PMXC6,S,R2A,B,RT,REP3,T4,15,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T4,0,0,0,0,78,0,96,0,0,0,0,227,276,589,26781,93,80813,0,0,0,547,0,32,20,0,5,134,PMXC6,S,R2A,B,VT,REP1,T4,15,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T4,31,9,719,0,3038,185,16887,0,0,51,0,569,3823,2943,30083,145,107730,12,0,0,839,0,19,0,0,5,193,PMXC6,S,R2A,B,VT,REP2,T4,15,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T4,36,92,201,0,2294,0,3327,0,0,50,0,1499,1664,3192,21542,109,92439,40,0,0,528,0,37,0,0,0,82,PMXC6,S,R2A,B,VT,REP3,T4,15,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T4,779,514,97987,33,5729,267,11,0,0,16,0,8218,14601,6826,3565,126,37626,8766,0,0,21,0,4311,5,0,3,84,PMXC6,S,R2A,NB,RT,REP1,T4,15,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T4,588,590,101353,0,5725,507,0,5,9,16,0,7809,13570,6164,3303,5,34443,7331,0,0,72,0,494,5,0,4,65,PMXC6,S,R2A,NB,RT,REP2,T4,15,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T4,758,305,92152,37,5163,161,0,0,6,11,0,9922,14907,6845,3628,4,35882,9108,0,0,43,0,175,6,0,0,99,PMXC6,S,R2A,NB,RT,REP3,T4,15,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T4,0,29,12463,0,5175,0,0,0,0,45,0,2077,21868,6529,9995,3,66697,847,0,0,207,0,62,0,0,0,14,PMXC6,S,R2A,NB,VT,REP1,T4,15,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T4,0,9,3456,0,9232,10,0,0,0,83,0,2411,9721,12142,13003,0,92293,368,0,0,811,0,76,43,0,7,46,PMXC6,S,R2A,NB,VT,REP2,T4,15,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T4,0,0,4467,0,603,0,0,0,0,16,0,2161,8038,6503,8131,0,116023,116,0,0,884,0,65,0,0,25,31,PMXC6,S,R2A,NB,VT,REP3,T4,15,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T5,4375,388,63257,150,0,10,0,0,0,0,0,14528,2005,7965,3021,5,27962,32934,0,0,6,0,141,7,0,12,0,PMXC6,NS,CR,B,RT,REP1,T5,18,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T5,2139,460,63439,92,0,0,0,0,0,0,0,18262,2703,8253,3052,0,33184,30884,0,0,0,0,7,0,0,9,0,PMXC6,NS,CR,B,RT,REP2,T5,18,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T5,1319,241,61931,40,0,0,0,0,0,0,0,24179,5302,14859,4610,0,25313,20762,0,0,0,0,447,0,0,288,0,PMXC6,NS,CR,B,RT,REP3,T5,18,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T5,0,0,0,0,0,0,0,0,0,0,0,158,59,0,0,0,0,0,0,0,8,0,0,0,0,31,0,PMXC6,NS,CR,B,VT,REP1,T5,18,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T5,11,0,0,0,0,20,0,0,0,0,0,1079,558,4,223,0,266,0,0,0,39,0,32,0,0,79,0,PMXC6,NS,CR,B,VT,REP2,T5,18,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T5,116,0,61,0,127,24,32,0,0,1141,0,7511,3648,3982,3789,137,30075,206,0,0,509,0,24,379,0,5492,12,PMXC6,NS,CR,B,VT,REP3,T5,18,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T5,145,150,51952,23,0,0,0,0,0,0,0,18817,5498,11826,5716,8,22215,19067,0,0,5,0,45,0,0,0,0,PMXC6,NS,CR,NB,RT,REP1,T5,18,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T5,331,329,60202,44,0,0,0,0,0,0,0,10390,2388,15125,3202,15,28616,27184,0,0,0,0,239,0,0,0,0,PMXC6,NS,CR,NB,RT,REP2,T5,18,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T5,387,511,76659,88,0,0,0,0,0,0,0,11560,2923,13946,5010,69,35776,36374,0,0,41,0,717,1443,0,1631,3,PMXC6,NS,CR,NB,RT,REP3,T5,18,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T5,104,0,1514,0,145,28,0,0,0,0,0,9070,3665,639,200,0,2382,506,0,0,257,0,10,0,0,114,0,PMXC6,NS,CR,NB,VT,REP1,T5,18,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T5,16,43,5762,22,36,0,0,0,0,24,0,17284,4822,2633,690,0,4268,2454,0,0,301,0,115,0,0,0,0,PMXC6,NS,CR,NB,VT,REP2,T5,18,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T5,79,4897,33981,827,10315,1744,5119,0,0,286,0,9832,3023,14830,2395,5,22488,34287,0,0,635,0,28,0,0,0,0,PMXC6,NS,CR,NB,VT,REP3,T5,18,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T5,272,1447,57511,16,1323,0,270,0,0,139,0,16347,17406,19579,752,0,11833,1201,0,0,0,0,13,0,0,0,0,PMXC6,NS,R2A,B,RT,REP1,T5,18,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T5,465,1827,69608,13,1144,0,0,0,0,139,0,18676,17228,17571,764,0,8212,1671,0,0,0,0,79,0,2,0,0,PMXC6,NS,R2A,B,RT,REP2,T5,18,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T5,414,2170,73779,21,1398,0,58,0,0,164,0,23246,21377,20895,970,0,12511,2912,0,0,0,5,47,0,0,0,5,PMXC6,NS,R2A,B,RT,REP3,T5,18,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T5,210,1441,5514,43,9233,45,3992,0,0,723,0,3782,19292,15832,1271,0,50243,318,0,0,244,0,10,5,0,22,23,PMXC6,NS,R2A,B,VT,REP1,T5,18,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T5,145,1047,23409,25,7088,0,0,0,0,663,0,5511,11568,23013,2535,0,53062,352,0,0,18,0,36,0,0,3,21,PMXC6,NS,R2A,B,VT,REP2,T5,18,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T5,0,301,308,45,189,0,0,0,0,182,0,2985,13382,5050,3645,0,77037,33,0,0,135,0,5,0,0,0,0,PMXC6,NS,R2A,B,VT,REP3,T5,18,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T5,1173,3421,73634,18,1251,8,13,0,6,0,0,17073,13772,10550,146,0,2175,2758,0,30,0,0,109,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP1,T5,18,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T5,783,2229,57013,16,1577,4,54,0,0,0,0,14863,13176,8677,162,36,2251,2511,0,29,0,0,410,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP2,T5,18,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T5,949,2810,76462,0,1146,0,13,0,0,0,0,17347,14939,11152,240,48,1322,3525,0,18,0,0,749,0,0,2,7,PMXC6,NS,R2A,NB,RT,REP3,T5,18,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T5,0,2757,109014,61,465,0,0,0,0,73,0,14182,12166,4379,1591,0,48484,2159,0,0,0,0,125,0,0,0,8,PMXC6,NS,R2A,NB,VT,REP1,T5,18,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T5,6,2054,72433,68,361,6,0,0,0,62,0,10285,10621,2852,1035,8,31547,2133,0,0,0,0,64,0,0,0,10,PMXC6,NS,R2A,NB,VT,REP2,T5,18,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T5,0,147,8091,16,44,0,0,0,0,95,0,7084,23536,755,7651,10,66790,126,0,0,0,0,27,0,0,4,0,PMXC6,NS,R2A,NB,VT,REP3,T5,18,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T5,1002,0,15889,3790,6197,3006,24616,0,4,243,0,7296,1888,33159,8214,316,57158,16359,0,0,855,0,549,489,0,591,377,PMXC6,S,CR,B,RT,REP1,T5,18,SCRRTB
PMXC6.S.CR.B.RT.REP2.T5,256,0,15769,3190,4466,1913,19311,0,567,145,0,8908,1645,25214,5138,58,33864,13377,19,0,1847,0,50,524,0,431,393,PMXC6,S,CR,B,RT,REP2,T5,18,SCRRTB
PMXC6.S.CR.B.RT.REP3.T5,454,8,23136,2566,7034,2596,23344,0,192,179,0,9117,1940,37892,7109,247,37278,19619,17,0,1217,0,463,462,0,535,683,PMXC6,S,CR,B,RT,REP3,T5,18,SCRRTB
PMXC6.S.CR.B.VT.REP1.T5,0,0,0,0,0,0,0,0,0,0,0,728,1073,664,2820,538,87,44,0,0,167,0,7,38,0,6230,0,PMXC6,S,CR,B,VT,REP1,T5,18,SCRVTB
PMXC6.S.CR.B.VT.REP2.T5,0,0,0,0,0,0,0,0,8,0,0,388,250,45,1080,81,98,61,0,0,112,0,16,19,0,833,10,PMXC6,S,CR,B,VT,REP2,T5,18,SCRVTB
PMXC6.S.CR.B.VT.REP3.T5,137,34,4,0,29,0,77,0,0,7,0,918,531,621,14614,418,3706,77,0,0,165,0,84,34,0,1125,90,PMXC6,S,CR,B,VT,REP3,T5,18,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T5,47,0,27297,1690,4761,3030,20638,0,38,281,0,17229,2987,29310,7953,27,32373,27485,0,0,2352,0,130,1619,0,52,381,PMXC6,S,CR,NB,RT,REP1,T5,18,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T5,22,0,24087,2203,4522,3169,20675,0,619,266,0,10903,2343,29658,9602,22,34871,22691,0,0,1611,0,129,1800,0,18,492,PMXC6,S,CR,NB,RT,REP2,T5,18,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T5,33,10,23264,1225,3483,2624,15733,0,238,237,0,8804,1776,19146,6356,6,27192,20460,0,0,1046,0,95,904,0,17,468,PMXC6,S,CR,NB,RT,REP3,T5,18,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T5,36,7,764,98,413,144,908,0,0,48,0,28581,6363,21018,8091,937,23868,369,0,0,2032,0,47,1222,0,434,658,PMXC6,S,CR,NB,VT,REP1,T5,18,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T5,0,57,2070,456,1067,105,886,0,0,192,0,9470,1783,9567,6966,300,8043,1381,0,0,639,0,36,647,0,70,481,PMXC6,S,CR,NB,VT,REP2,T5,18,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T5,0,0,244,11,139,5,195,0,0,6,0,3793,639,1177,642,276,1237,248,0,0,422,0,36,41,0,351,184,PMXC6,S,CR,NB,VT,REP3,T5,18,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T5,1639,350,39187,96,16076,5407,5695,0,0,445,0,4746,11039,24586,4779,0,43089,1267,0,0,320,0,95,0,0,10,23,PMXC6,S,R2A,B,RT,REP1,T5,18,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T5,249,598,6579,25,5636,801,16636,0,0,335,0,1211,4272,16223,2478,0,70986,520,0,0,94,0,21,0,0,14,11,PMXC6,S,R2A,B,RT,REP2,T5,18,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T5,328,335,14102,30,12813,7025,10190,0,0,206,0,1269,15578,18237,3094,0,55144,818,0,0,124,0,22,0,0,0,3,PMXC6,S,R2A,B,RT,REP3,T5,18,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T5,0,0,123,0,164,0,120,0,0,21,0,133,574,166,8850,32,57201,0,0,0,168,0,31,0,0,20,0,PMXC6,S,R2A,B,VT,REP1,T5,18,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T5,3,0,257,0,2225,129,6069,0,0,63,0,501,5121,1684,24560,76,92026,0,0,8,445,0,0,0,0,0,22,PMXC6,S,R2A,B,VT,REP2,T5,18,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T5,15,4,77,0,2067,0,2729,0,0,32,0,495,3169,2618,8459,445,94580,0,0,0,243,0,18,0,0,0,14,PMXC6,S,R2A,B,VT,REP3,T5,18,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T5,303,346,84222,0,5011,82,0,2,0,18,0,6927,14260,6236,5232,3,37828,8532,0,0,24,0,145,0,0,7,9,PMXC6,S,R2A,NB,RT,REP1,T5,18,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T5,352,464,90775,16,5896,169,0,0,6,27,0,9658,20115,7076,6101,10,41310,7222,0,0,79,0,114,0,0,0,20,PMXC6,S,R2A,NB,RT,REP2,T5,18,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T5,265,113,56808,11,5628,39,0,0,0,36,0,4477,10197,5788,4937,179,34267,5711,0,0,14,0,2021,0,0,5,13,PMXC6,S,R2A,NB,RT,REP3,T5,18,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T5,0,0,340,0,389,0,0,0,0,0,0,139,2074,497,1624,0,16449,0,0,0,52,0,0,0,0,0,0,PMXC6,S,R2A,NB,VT,REP1,T5,18,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T5,0,0,2621,0,4082,0,0,0,0,0,0,530,9667,1569,7920,0,58221,61,0,0,285,0,56,0,0,0,0,PMXC6,S,R2A,NB,VT,REP2,T5,18,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T5,0,0,1477,0,304,0,0,4,0,5,0,1063,17812,847,17167,526,48504,65,0,12,142,7,241,53,7,362,10,PMXC6,S,R2A,NB,VT,REP3,T5,18,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T6,923,177,73343,37,0,0,0,0,0,0,0,16652,3255,15361,3246,20,30348,31851,0,0,0,0,172,0,0,2,0,PMXC6,NS,CR,B,RT,REP1,T6,21,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T6,241,155,64864,31,0,0,0,0,0,0,0,15742,3197,12829,3041,49,29339,28582,0,0,0,0,385,0,0,0,0,PMXC6,NS,CR,B,RT,REP2,T6,21,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T6,145,141,62736,38,0,0,0,0,0,0,0,30834,5080,22384,3538,0,35755,25653,0,0,0,0,9,0,0,0,0,PMXC6,NS,CR,B,RT,REP3,T6,21,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T6,1878,38,4050,17,222,0,0,0,0,8,0,34724,7347,16425,11529,0,81269,1137,0,0,1663,0,14,0,0,0,27,PMXC6,NS,CR,B,VT,REP1,T6,21,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T6,1272,916,11956,221,6796,831,577,0,0,3757,0,36942,4568,17429,5870,15,57351,9107,0,0,3743,0,19,0,0,1994,59,PMXC6,NS,CR,B,VT,REP2,T6,21,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T6,278,2104,8746,304,6809,1250,1521,0,0,4685,0,44143,5571,22614,3648,454,80950,8740,0,0,3552,0,111,1666,0,2421,203,PMXC6,NS,CR,B,VT,REP3,T6,21,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T6,26,233,72842,31,0,0,0,0,0,0,0,13856,3214,16199,2634,0,30696,40303,0,0,43,0,8,0,0,0,0,PMXC6,NS,CR,NB,RT,REP1,T6,21,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T6,64,221,62990,21,0,0,0,0,0,0,0,18072,3570,18015,1613,0,31811,32130,0,0,6,0,7,0,0,0,0,PMXC6,NS,CR,NB,RT,REP2,T6,21,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T6,67,189,65337,23,0,0,0,0,0,0,0,16443,3621,16497,1697,0,33081,33215,0,0,47,0,10,0,0,0,0,PMXC6,NS,CR,NB,RT,REP3,T6,21,NSCRRTNB
